#He	V	#exp(-EHe)
117	35	1.7774329953659442E-02
118	35	1.2906812580479873E-02
119	35	2.2370771856165601E-02
120	35	2.0040501061684014E-02
121	35	1.4122302410163962E-02
122	35	1.4995576820477703E-02
123	35	1.7077388507484793E-02
124	35	1.7952964939502866E-02
125	35	1.7077388507484793E-02
126	35	1.5607557919982831E-02
127	35	1.8133395236801075E-02
128	35	4.3717797252750941E-02
129	35	1.4552390548416123E-02
130	35	1.8873433135151486E-02
131	35	1.3433549594245314E-02
132	35	2.9599435167891999E-02
133	35	1.6407774526292645E-02
134	35	1.2651240568005305E-02
135	35	3.6516173753740402E-02
136	35	1.3704925297364945E-02
137	35	2.6782676492638175E-02
138	35	1.4407591843112350E-02
139	35	1.6907465652705279E-02
140	35	2.8155853680300106E-02
141	35	1.8685639337732773E-02
142	35	1.6407774526292645E-02
143	35	1.8133395236801075E-02
144	35	2.1493601345089923E-02
145	35	1.5298507566725518E-02
146	35	3.4735258944738563E-02
147	35	1.4264233908999256E-02
148	35	2.6252343965687961E-02
149	35	2.2148178957037315E-02
150	35	2.2822691425092981E-02
151	35	2.3517745856009107E-02
152	35	1.8873433135151486E-02
153	35	2.7051846866350416E-02
154	35	4.8801218362012962E-02
155	35	1.7077388507484793E-02
156	35	2.5732512726359940E-02
157	35	1.4264233908999256E-02
158	35	2.2822691425092981E-02
159	35	2.1927800894261620E-02
160	35	1.7774329953659442E-02
161	35	2.7323722447292559E-02
162	35	1.9063114291611637E-02
163	35	2.4477523271652670E-02
164	35	2.8438824714184505E-02
165	35	2.0650825181712566E-02
166	35	6.0810062625217973E-02
167	35	1.1562363287468536E-02
168	35	2.1067999523041434E-02
169	35	1.9841094744370288E-02
170	35	2.3517745856009107E-02
171	35	2.5222974835227212E-02
172	35	2.7875698255247015E-02
173	35	1.0126646185388340E-01
174	35	5.1436105730303834E-03
175	35	2.5991128778755347E-02
176	35	1.3981783153338308E-02
177	35	5.3933687300356019E-02
0	36	0.000E+000
1	36	2.1122532717327142E-03
2	36	2.1122532717327142E-03
3	36	2.1122532717327142E-03
4	36	2.1122532717327142E-03
5	36	2.1122532717327142E-03
6	36	2.0912360005151103E-03
7	36	2.1122532717327142E-03
8	36	2.1122532717327142E-03
9	36	2.1122532717327142E-03
10	36	2.1122532717327142E-03
11	36	2.0912360005151103E-03
12	36	2.0912360005151103E-03
13	36	2.1122532717327142E-03
14	36	2.1122532717327142E-03
15	36	2.1122532717327142E-03
16	36	2.1122532717327142E-03
17	36	2.1122532717327142E-03
18	36	2.1549236182976149E-03
19	36	2.1122532717327142E-03
20	36	2.1549236182976149E-03
21	36	2.1765809607151255E-03
22	36	2.1549236182976149E-03
23	36	2.1984559630425313E-03
24	36	2.2881766529221693E-03
25	36	2.2205508127982939E-03
26	36	2.2881766529221693E-03
27	36	2.1122532717327142E-03
28	36	2.5036640502020999E-03
29	36	2.2428677194858034E-03
30	36	2.0294306362957340E-03
31	36	2.4787521766663585E-03
32	36	2.3578620064902329E-03
33	36	2.4296695950245975E-03
34	36	2.2428677194858034E-03
35	36	2.2205508127982939E-03
36	36	2.3344008875291352E-03
37	36	3.1511115984444414E-03
38	36	2.9380769802235503E-03
39	36	3.4135584433954303E-03
40	36	2.9974300723258312E-03
41	36	3.2470772336105863E-03
42	36	3.0275547453758153E-03
43	36	3.5885753273319477E-03
44	36	3.1197575141649948E-03
45	36	3.3459654574712720E-03
46	36	4.0461073832221989E-03
47	36	3.4135584433954303E-03
48	36	3.8487763976105429E-03
49	36	3.7350278646880674E-03
50	36	4.3394832707388947E-03
51	36	3.8487763976105429E-03
52	36	4.8927537252394758E-03
53	36	3.5528684062213619E-03
54	36	4.8440700122489673E-03
55	36	4.0867714384640666E-03
56	36	4.9419267176798220E-03
57	36	4.1693296979041115E-03
58	36	5.4616736876407787E-03
59	36	4.4271466478315114E-03
60	36	4.7958707102964213E-03
61	36	4.6541313102832719E-03
62	36	7.3724883313680120E-03
63	36	3.7725655187922052E-03
64	36	5.5165644207607716E-03
65	36	6.1580198871688972E-03
66	36	6.5388105705490637E-03
67	36	4.9915939069102170E-03
68	36	6.7379469990854670E-03
69	36	5.9760228950059427E-03
70	36	7.1545983723145792E-03
71	36	9.1866861562446642E-03
72	36	6.7379469990854670E-03
73	36	8.2297470490200302E-03
74	36	6.6045267093148112E-03
75	36	8.5656093974980606E-03
76	36	6.7379469990854670E-03
77	36	9.2790138870647437E-03
78	36	9.4664624017103231E-03
79	36	7.1545983723145792E-03
80	36	7.5970140275775670E-03
81	36	7.8283775492257734E-03
82	36	1.0673406553522925E-02
83	36	6.6709033062552743E-03
84	36	9.0952771016958155E-03
85	36	8.7386461854732905E-03
86	36	1.2277339903068436E-02
87	36	1.0152858373369763E-02
88	36	6.5388105705490637E-03
89	36	1.0357959717613696E-02
90	36	9.2790138870647437E-03
91	36	9.2790138870647437E-03
92	36	1.3299883542443767E-02
93	36	9.4664624017103231E-03
94	36	1.2525358621074385E-02
95	36	1.0051835744633586E-02
96	36	1.3433549594245314E-02
97	36	9.9518183078484198E-03
98	36	1.7597472415623393E-02
99	36	9.0047775824365593E-03
100	36	1.5146284873046980E-02
101	36	9.2790138870647437E-03
102	36	1.2034232284723775E-02
103	36	1.6739233558580632E-02
104	36	1.3568559012200934E-02
105	36	7.7504838911366921E-03
106	36	1.3299883542443767E-02
107	36	1.4552390548416123E-02
108	36	1.0889023668554451E-02
109	36	1.3704925297364945E-02
110	36	1.7077388507484793E-02
111	36	8.6516952031206341E-03
112	36	1.4995576820477703E-02
113	36	1.6407774526292645E-02
114	36	1.1108996538242306E-02
115	36	1.2277339903068436E-02
116	36	2.0040501061684014E-02
117	36	1.4122302410163962E-02
118	36	1.7597472415623393E-02
119	36	1.4264233908999256E-02
120	36	1.4552390548416123E-02
121	36	1.3299883542443767E-02
122	36	1.7774329953659442E-02
123	36	2.0040501061684014E-02
124	36	1.2778387649535761E-02
125	36	1.4407591843112350E-02
126	36	2.1709615629848571E-02
127	36	2.7323722447292559E-02
128	36	9.0952771016958155E-03
129	36	1.8873433135151486E-02
130	36	3.3373269960326080E-02
131	36	1.1333413154667387E-02
132	36	2.7875698255247015E-02
133	36	2.5991128778755347E-02
134	36	1.0780676072743084E-02
135	36	2.1067999523041434E-02
136	36	4.2003597903445551E-02
137	36	1.0254896296404022E-02
138	36	2.9896914436926322E-02
139	36	1.3842662086479501E-02
140	36	1.7422374639493515E-02
141	36	2.9599435167891999E-02
142	36	1.7249019115346279E-02
143	36	2.2148178957037315E-02
144	36	2.4477523271652670E-02
145	36	1.9841094744370288E-02
146	36	1.2778387649535761E-02
147	36	2.0445346037937653E-02
148	36	3.2712434939019819E-02
149	36	1.3568559012200934E-02
150	36	2.0241911445804391E-02
151	36	2.0241911445804391E-02
152	36	1.5764416484854486E-02
153	36	5.1818917172725833E-02
154	36	1.7422374639493515E-02
155	36	3.8774207831722009E-02
156	36	7.4465830709243381E-03
157	36	5.8425665964500828E-02
158	36	2.5732512726359940E-02
159	36	1.8873433135151486E-02
160	36	1.7077388507484793E-02
161	36	1.3299883542443767E-02
162	36	2.7051846866350416E-02
163	36	2.1493601345089923E-02
164	36	2.7051846866350416E-02
165	36	2.1709615629848571E-02
166	36	2.5732512726359940E-02
167	36	3.7253849396215809E-02
168	36	1.3433549594245314E-02
169	36	1.3981783153338308E-02
170	36	4.0762203978366211E-02
171	36	2.2595601851121864E-02
172	36	1.7077388507484793E-02
173	36	2.4723526470339388E-02
174	36	2.2822691425092981E-02
175	36	2.3052063287225571E-02
176	36	3.1429762018367710E-02
177	36	1.7597472415623393E-02
178	36	5.5576212611483058E-02
0	37	0.000E+000
1	37	2.1122532717327142E-03
2	37	2.1122532717327142E-03
3	37	2.1122532717327142E-03
4	37	2.1122532717327142E-03
5	37	2.1122532717327142E-03
6	37	2.1122532717327142E-03
7	37	2.1122532717327142E-03
8	37	2.1122532717327142E-03
9	37	2.1122532717327142E-03
10	37	2.0912360005151103E-03
11	37	2.0912360005151103E-03
12	37	2.1122532717327142E-03
13	37	2.0912360005151103E-03
14	37	2.1122532717327142E-03
15	37	2.0912360005151103E-03
16	37	2.1122532717327142E-03
17	37	2.0912360005151103E-03
18	37	2.1122532717327142E-03
19	37	2.1334817700377081E-03
20	37	2.1984559630425313E-03
21	37	2.0704278546402606E-03
22	37	2.1765809607151255E-03
23	37	2.1549236182976149E-03
24	37	2.2881766529221693E-03
25	37	2.1549236182976149E-03
26	37	2.1984559630425313E-03
27	37	2.2881766529221693E-03
28	37	2.2428677194858034E-03
29	37	2.2881766529221693E-03
30	37	2.1984559630425313E-03
31	37	2.2881766529221693E-03
32	37	2.2205508127982939E-03
33	37	2.3344008875291352E-03
34	37	2.2205508127982939E-03
35	37	2.2428677194858034E-03
36	37	2.2654089148143220E-03
37	37	2.3578620064902329E-03
38	37	2.9676051447809441E-03
39	37	3.2470772336105863E-03
40	37	3.0275547453758153E-03
41	37	3.0887154082367687E-03
42	37	2.9974300723258312E-03
43	37	3.1511115984444414E-03
44	37	3.3126725448998926E-03
45	37	3.6610693577310053E-03
46	37	2.9974300723258312E-03
47	37	3.1511115984444414E-03
48	37	4.4716402113483319E-03
49	37	3.3126725448998926E-03
50	37	3.7725655187922052E-03
51	37	3.9659890890910649E-03
52	37	4.0867714384640666E-03
53	37	3.4478652761031265E-03
54	37	4.9419267176798220E-03
55	37	4.0058479420904203E-03
56	37	4.0461073832221989E-03
57	37	4.9419267176798220E-03
58	37	4.0867714384640666E-03
59	37	4.8440700122489673E-03
60	37	4.5165809426126659E-03
61	37	4.4271466478315114E-03
62	37	5.1436105730303834E-03
63	37	4.8440700122489673E-03
64	37	5.3535253026599028E-03
65	37	4.8440700122489673E-03
66	37	5.4073291264409599E-03
67	37	6.6045267093148112E-03
68	37	5.8576897133356225E-03
69	37	7.3724883313680120E-03
70	37	6.6709033062552743E-03
71	37	6.4737483182894049E-03
72	37	9.9518183078484198E-03
73	37	5.9760228950059427E-03
74	37	6.3455595129091160E-03
75	37	7.3724883313680120E-03
76	37	7.5970140275775670E-03
77	37	8.7386461854732905E-03
78	37	6.7379469990854670E-03
79	37	8.7386461854732905E-03
80	37	7.2265032813764625E-03
81	37	7.8283775492257734E-03
82	37	9.0952771016958155E-03
83	37	1.3299883542443767E-02
84	37	4.6541313102832719E-03
85	37	7.2991308467885829E-03
86	37	1.0254896296404022E-02
87	37	6.5388105705490637E-03
88	37	1.2906812580479873E-02
89	37	7.2265032813764625E-03
90	37	8.6516952031206341E-03
91	37	1.0567204383852655E-02
92	37	1.0998460175806881E-02
93	37	1.0998460175806881E-02
94	37	9.6576976275377768E-03
95	37	9.0952771016958155E-03
96	37	1.2155178329914935E-02
97	37	8.9151785484395535E-03
98	37	1.7422374639493515E-02
99	37	1.0889023668554451E-02
100	37	8.9151785484395535E-03
101	37	1.2651240568005305E-02
102	37	1.1220643809589084E-02
103	37	9.0952771016958155E-03
104	37	1.3167547490079751E-02
105	37	1.1447315850505711E-02
106	37	1.4122302410163962E-02
107	37	1.0357959717613696E-02
108	37	1.2651240568005305E-02
109	37	1.1108996538242306E-02
110	37	1.3036528203437736E-02
111	37	1.2400729220443406E-02
112	37	1.4698644504901784E-02
113	37	1.3842662086479501E-02
114	37	1.4122302410163962E-02
115	37	1.4698644504901784E-02
116	37	1.0673406553522925E-02
117	37	1.4846368338086832E-02
118	37	1.6739233558580632E-02
119	37	1.2778387649535761E-02
120	37	1.5298507566725518E-02
121	37	1.5764416484854486E-02
122	37	1.5298507566725518E-02
123	37	1.5452260123909515E-02
124	37	1.3433549594245314E-02
125	37	1.7422374639493515E-02
126	37	1.8315638888734179E-02
127	37	1.7952964939502866E-02
128	37	1.5298507566725518E-02
129	37	2.3754103131304997E-02
130	37	1.2525358621074385E-02
131	37	1.7774329953659442E-02
132	37	2.0445346037937653E-02
133	37	1.7952964939502866E-02
134	37	1.5607557919982831E-02
135	37	1.6739233558580632E-02
136	37	2.9896914436926322E-02
137	37	1.7952964939502866E-02
138	37	1.5607557919982831E-02
139	37	2.0858369425214716E-02
140	37	2.1493601345089923E-02
141	37	2.1067999523041434E-02
142	37	2.2822691425092981E-02
143	37	2.2822691425092981E-02
144	37	1.3433549594245314E-02
145	37	2.7598330423249287E-02
146	37	1.8873433135151486E-02
147	37	1.1108996538242306E-02
148	37	3.0807411032751076E-02
149	37	1.5922851504511698E-02
150	37	1.7597472415623393E-02
151	37	2.0650825181712566E-02
152	37	1.5607557919982831E-02
153	37	4.3282797901965896E-02
154	37	1.2651240568005305E-02
155	37	2.5991128778755347E-02
156	37	1.6407774526292645E-02
157	37	4.1585655121173161E-02
158	37	1.7597472415623393E-02
159	37	2.2148178957037315E-02
160	37	2.0040501061684014E-02
161	37	2.8724639654239433E-02
162	37	1.6407774526292645E-02
163	37	1.6082878822588433E-02
164	37	3.3708676899572396E-02
165	37	2.2595601851121864E-02
166	37	1.4552390548416123E-02
167	37	2.3517745856009107E-02
168	37	2.4477523271652670E-02
169	37	2.8438824714184505E-02
170	37	2.5476469946681016E-02
171	37	1.5922851504511698E-02
172	37	2.7598330423249287E-02
173	37	3.9163895098987066E-02
174	37	7.8283775492257734E-03
175	37	2.4477523271652670E-02
176	37	3.2064685327860769E-02
177	37	2.2595601851121864E-02
178	37	1.7077388507484793E-02
0	38	0.000E+000
1	38	2.1122532717327142E-03
2	38	2.1122532717327142E-03
3	38	2.1122532717327142E-03
4	38	2.1122532717327142E-03
5	38	2.1122532717327142E-03
6	38	2.1122532717327142E-03
7	38	2.0912360005151103E-03
8	38	2.1122532717327142E-03
9	38	2.0912360005151103E-03
10	38	2.0912360005151103E-03
11	38	2.0912360005151103E-03
12	38	2.1122532717327142E-03
13	38	2.0912360005151103E-03
14	38	2.1122532717327142E-03
15	38	2.1122532717327142E-03
16	38	2.0912360005151103E-03
17	38	2.1122532717327142E-03
18	38	2.1122532717327142E-03
19	38	2.1334817700377081E-03
20	38	2.1122532717327142E-03
21	38	2.1334817700377081E-03
22	38	2.1334817700377081E-03
23	38	2.1765809607151255E-03
24	38	2.1765809607151255E-03
25	38	2.1984559630425313E-03
26	38	2.1984559630425313E-03
27	38	2.3815589136168707E-03
28	38	2.1334817700377081E-03
29	38	2.1765809607151255E-03
30	38	2.1984559630425313E-03
31	38	2.2428677194858034E-03
32	38	2.2881766529221693E-03
33	38	2.1765809607151255E-03
34	38	2.2881766529221693E-03
35	38	2.2881766529221693E-03
36	38	2.2654089148143220E-03
37	38	2.2881766529221693E-03
38	38	2.1984559630425313E-03
39	38	3.0887154082367687E-03
40	38	3.1827807965096669E-03
41	38	3.0275547453758153E-03
42	38	2.8798991580882430E-03
43	38	3.1197575141649948E-03
44	38	3.1827807965096669E-03
45	38	3.0887154082367687E-03
46	38	3.4135584433954303E-03
47	38	3.2147682753068700E-03
48	38	3.1827807965096669E-03
49	38	3.7725655187922052E-03
50	38	3.5175167749121284E-03
51	38	3.6978637164829320E-03
52	38	4.1693296979041115E-03
53	38	3.6978637164829320E-03
54	38	4.2535557448151254E-03
55	38	4.4716402113483319E-03
56	38	3.8104804325920370E-03
57	38	3.8874572434761303E-03
58	38	4.2112321579970352E-03
59	38	4.7009061075832760E-03
60	38	4.0867714384640666E-03
61	38	4.2112321579970352E-03
62	38	4.7481509994114776E-03
63	38	4.4716402113483319E-03
64	38	5.5165644207607716E-03
65	38	4.5619733357350964E-03
66	38	5.5165644207607716E-03
67	38	4.4716402113483319E-03
68	38	5.1953047187052312E-03
69	38	5.4073291264409599E-03
70	38	5.7416996856542021E-03
71	38	5.4073291264409599E-03
72	38	7.5970140275775670E-03
73	38	6.1580198871688972E-03
74	38	9.6576976275377768E-03
75	38	6.7379469990854670E-03
76	38	6.7379469990854670E-03
77	38	1.0998460175806881E-02
78	38	4.9915939069102170E-03
79	38	1.3568559012200934E-02
80	38	5.9760228950059427E-03
81	38	5.7994047268421414E-03
82	38	1.1333413154667387E-02
83	38	5.0417602596909790E-03
84	38	7.9070540515934415E-03
85	38	9.3722695270060576E-03
86	38	7.1545983723145792E-03
87	38	7.5214224749932702E-03
88	38	7.5970140275775670E-03
89	38	8.1478596976799888E-03
90	38	8.2297470490200302E-03
91	38	1.0889023668554451E-02
92	38	1.1914489672789647E-02
93	38	9.0952771016958155E-03
94	38	9.2790138870647437E-03
95	38	9.5616019305435045E-03
96	38	9.8527960611872571E-03
97	38	1.0357959717613696E-02
98	38	1.7422374639493515E-02
99	38	8.0667871390996144E-03
100	38	1.6907465652705279E-02
101	38	9.8527960611872571E-03
102	38	9.9518183078484198E-03
103	38	1.4846368338086832E-02
104	38	1.1220643809589084E-02
105	38	1.1914489672789647E-02
106	38	8.3124573819231187E-03
107	38	2.0241911445804391E-02
108	38	7.8283775492257734E-03
109	38	1.4698644504901784E-02
110	38	1.0673406553522925E-02
111	38	1.4264233908999256E-02
112	38	1.2034232284723775E-02
113	38	1.7774329953659442E-02
114	38	8.7386461854732905E-03
115	38	1.0051835744633586E-02
116	38	1.3704925297364945E-02
117	38	1.2155178329914935E-02
118	38	1.6739233558580632E-02
119	38	1.0462058943426803E-02
120	38	1.5452260123909515E-02
121	38	1.2155178329914935E-02
122	38	1.2525358621074385E-02
123	38	1.4995576820477703E-02
124	38	1.4995576820477703E-02
125	38	1.2400729220443406E-02
126	38	1.9254701775386920E-02
127	38	1.4995576820477703E-02
128	38	1.5607557919982831E-02
129	38	2.1927800894261620E-02
130	38	1.7077388507484793E-02
131	38	1.6572675401761255E-02
132	38	1.6407774526292645E-02
133	38	1.9448214745385391E-02
134	38	1.4846368338086832E-02
135	38	2.2595601851121864E-02
136	38	1.9254701775386920E-02
137	38	1.2778387649535761E-02
138	38	2.4477523271652670E-02
139	38	2.9304915867040759E-02
140	38	1.0254896296404022E-02
141	38	2.9013327082197053E-02
142	38	2.3517745856009107E-02
143	38	1.2906812580479873E-02
144	38	1.8133395236801075E-02
145	38	1.6907465652705279E-02
146	38	2.0858369425214716E-02
147	38	2.4972002042276155E-02
148	38	2.4723526470339388E-02
149	38	1.8685639337732773E-02
150	38	1.1562363287468536E-02
151	38	1.6572675401761255E-02
152	38	2.6252343965687961E-02
153	38	1.9254701775386920E-02
154	38	1.3036528203437736E-02
155	38	2.8438824714184505E-02
156	38	1.8685639337732773E-02
157	38	1.7952964939502866E-02
158	38	3.0807411032751076E-02
159	38	3.4047454734599344E-02
160	38	2.2148178957037315E-02
161	38	8.3959989674914706E-03
162	38	6.3291768359640732E-02
163	38	2.1279736438377168E-02
164	38	1.7952964939502866E-02
165	38	2.4477523271652670E-02
166	38	9.0047775824365593E-03
167	38	3.2712434939019819E-02
168	38	2.9304915867040759E-02
169	38	1.5298507566725518E-02
170	38	3.1429762018367710E-02
171	38	1.3036528203437736E-02
172	38	1.7077388507484793E-02
173	38	2.2370771856165601E-02
174	38	2.0858369425214716E-02
175	38	2.2370771856165601E-02
176	38	2.0445346037937653E-02
177	38	3.5793105067655297E-02
178	38	2.3754103131304997E-02
179	38	1.3036528203437736E-02
0	39	0.000E+000
1	39	2.1122532717327142E-03
2	39	2.1122532717327142E-03
3	39	2.1122532717327142E-03
4	39	2.1122532717327142E-03
5	39	2.1122532717327142E-03
6	39	2.0912360005151103E-03
7	39	2.1122532717327142E-03
8	39	2.0912360005151103E-03
9	39	2.0912360005151103E-03
10	39	2.1122532717327142E-03
11	39	2.1122532717327142E-03
12	39	2.0912360005151103E-03
13	39	2.1122532717327142E-03
14	39	2.1122532717327142E-03
15	39	2.0912360005151103E-03
16	39	2.1122532717327142E-03
17	39	2.1122532717327142E-03
18	39	2.1122532717327142E-03
19	39	2.1334817700377081E-03
20	39	2.0912360005151103E-03
21	39	2.1122532717327142E-03
22	39	2.2654089148143220E-03
23	39	2.0912360005151103E-03
24	39	2.1122532717327142E-03
25	39	2.2205508127982939E-03
26	39	2.1765809607151255E-03
27	39	2.2428677194858034E-03
28	39	2.3578620064902329E-03
29	39	2.0912360005151103E-03
30	39	2.3344008875291352E-03
31	39	2.1765809607151255E-03
32	39	2.2654089148143220E-03
33	39	2.2428677194858034E-03
34	39	2.1334817700377081E-03
35	39	2.4296695950245975E-03
36	39	2.2205508127982939E-03
37	39	2.2205508127982939E-03
38	39	2.4787521766663585E-03
39	39	2.2205508127982939E-03
40	39	3.0275547453758153E-03
41	39	3.1197575141649948E-03
42	39	2.9380769802235503E-03
43	39	3.1511115984444414E-03
44	39	3.0275547453758153E-03
45	39	3.2147682753068700E-03
46	39	3.1511115984444414E-03
47	39	3.1197575141649948E-03
48	39	3.8104804325920370E-03
49	39	3.5175167749121284E-03
50	39	3.4135584433954303E-03
51	39	3.2470772336105863E-03
52	39	4.0058479420904203E-03
53	39	3.3459654574712720E-03
54	39	3.8104804325920370E-03
55	39	4.6078219299927519E-03
56	39	4.0867714384640666E-03
57	39	4.0058479420904203E-03
58	39	4.3830958026687761E-03
59	39	4.7009061075832760E-03
60	39	3.6978637164829320E-03
61	39	5.0417602596909790E-03
62	39	3.5175167749121284E-03
63	39	4.8927537252394758E-03
64	39	5.5165644207607716E-03
65	39	4.1278441742554359E-03
66	39	4.6541313102832719E-03
67	39	4.9915939069102170E-03
68	39	4.5165809426126659E-03
69	39	4.9915939069102170E-03
70	39	6.0967465655156379E-03
71	39	5.0417602596909790E-03
72	39	5.1953047187052312E-03
73	39	6.4093334462563831E-03
74	39	7.2265032813764625E-03
75	39	5.4616736876407787E-03
76	39	6.6045267093148112E-03
77	39	7.2991308467885829E-03
78	39	8.7386461854732905E-03
79	39	6.9431480347461145E-03
80	39	8.7386461854732905E-03
81	39	5.8576897133356225E-03
82	39	8.1478596976799888E-03
83	39	9.8527960611872571E-03
84	39	6.4093334462563831E-03
85	39	7.5214224749932702E-03
86	39	6.8740625574962482E-03
87	39	7.8283775492257734E-03
88	39	8.2297470490200302E-03
89	39	9.5616019305435045E-03
90	39	6.9431480347461145E-03
91	39	8.3124573819231187E-03
92	39	1.1562363287468536E-02
93	39	1.1108996538242306E-02
94	39	9.0952771016958155E-03
95	39	9.0047775824365593E-03
96	39	8.3959989674914706E-03
97	39	1.0051835744633586E-02
98	39	1.7774329953659442E-02
99	39	8.9151785484395535E-03
100	39	9.2790138870647437E-03
101	39	1.3568559012200934E-02
102	39	1.2778387649535761E-02
103	39	1.3299883542443767E-02
104	39	9.0952771016958155E-03
105	39	1.1795938519751562E-02
106	39	8.8264710397267226E-03
107	39	1.6407774526292645E-02
108	39	1.1562363287468536E-02
109	39	7.2991308467885829E-03
110	39	1.2155178329914935E-02
111	39	1.2034232284723775E-02
112	39	1.0462058943426803E-02
113	39	1.3036528203437736E-02
114	39	1.3167547490079751E-02
115	39	1.6907465652705279E-02
116	39	9.8527960611872571E-03
117	39	7.6733652878954893E-03
118	39	1.7597472415623393E-02
119	39	8.5656093974980606E-03
120	39	1.8499714119819242E-02
121	39	1.2778387649535761E-02
122	39	1.8315638888734179E-02
123	39	1.0462058943426803E-02
124	39	1.3433549594245314E-02
125	39	1.6407774526292645E-02
126	39	1.2400729220443406E-02
127	39	1.8499714119819242E-02
128	39	1.6739233558580632E-02
129	39	1.8685639337732773E-02
130	39	1.1108996538242306E-02
131	39	2.0858369425214716E-02
132	39	1.3036528203437736E-02
133	39	1.6244514441949871E-02
134	39	2.6252343965687961E-02
135	39	1.3704925297364945E-02
136	39	1.7597472415623393E-02
137	39	1.6739233558580632E-02
138	39	1.1914489672789647E-02
139	39	2.2822691425092981E-02
140	39	1.8499714119819242E-02
141	39	1.5607557919982831E-02
142	39	3.9557498788398725E-02
143	39	1.7249019115346279E-02
144	39	1.7597472415623393E-02
145	39	1.3568559012200934E-02
146	39	1.8685639337732773E-02
147	39	1.6244514441949871E-02
148	39	1.3842662086479501E-02
149	39	2.6252343965687961E-02
150	39	1.2034232284723775E-02
151	39	2.5991128778755347E-02
152	39	3.4389637343472709E-02
153	39	9.2790138870647437E-03
154	39	1.7597472415623393E-02
155	39	1.7422374639493515E-02
156	39	5.6134762834133725E-02
157	39	6.7379469990854670E-03
158	39	2.3052063287225571E-02
159	39	2.1279736438377168E-02
160	39	2.2595601851121864E-02
161	39	1.9254701775386920E-02
162	39	2.4233967845691113E-02
163	39	2.6782676492638175E-02
164	39	1.5607557919982831E-02
165	39	8.1268239240891701E-02
166	39	7.6733652878954893E-03
167	39	3.1429762018367710E-02
168	39	2.4723526470339388E-02
169	39	9.0047775824365593E-03
170	39	5.7268760265467358E-02
171	39	9.0952771016958155E-03
172	39	3.0500872171217483E-02
173	39	2.0650825181712566E-02
174	39	1.9254701775386920E-02
175	39	2.2595601851121864E-02
176	39	2.9599435167891999E-02
177	39	1.0357959717613696E-02
178	39	4.1171870939067740E-02
179	39	3.9163895098987066E-02
180	39	2.0241911445804391E-02
181	39	9.8527960611872571E-03
182	39	1.9643672553065292E-02
183	39	3.1117030661060859E-02
184	39	1.9643672553065292E-02
185	39	2.2370771856165601E-02
186	39	2.4972002042276155E-02
187	39	2.5476469946681016E-02
188	39	3.7253849396215809E-02
189	39	1.2778387649535761E-02
190	39	2.7051846866350416E-02
191	39	2.2148178957037315E-02
192	39	2.6252343965687961E-02
193	39	3.0197383422318501E-02
194	39	3.3041200375886932E-02
195	39	1.6739233558580632E-02
196	39	2.4477523271652670E-02
197	39	2.0040501061684014E-02
198	39	6.9948221744655356E-02
199	39	1.0051835744633586E-02
200	39	3.6883167401240015E-02
0	40	0.000E+000
1	40	2.1122532717327142E-03
2	40	2.1122532717327142E-03
3	40	2.1122532717327142E-03
4	40	2.1122532717327142E-03
5	40	2.1122532717327142E-03
6	40	2.1122532717327142E-03
7	40	2.1122532717327142E-03
8	40	2.0912360005151103E-03
9	40	2.1122532717327142E-03
10	40	2.1122532717327142E-03
11	40	2.1122532717327142E-03
12	40	2.0912360005151103E-03
13	40	2.1122532717327142E-03
14	40	2.1122532717327142E-03
15	40	2.0912360005151103E-03
16	40	2.1122532717327142E-03
17	40	2.0912360005151103E-03
18	40	2.1122532717327142E-03
19	40	2.1334817700377081E-03
20	40	2.0912360005151103E-03
21	40	2.1122532717327142E-03
22	40	2.1122532717327142E-03
23	40	2.1765809607151255E-03
24	40	2.1984559630425313E-03
25	40	2.1122532717327142E-03
26	40	2.1984559630425313E-03
27	40	2.1549236182976149E-03
28	40	2.2881766529221693E-03
29	40	2.3815589136168707E-03
30	40	2.0704278546402606E-03
31	40	2.2428677194858034E-03
32	40	2.2654089148143220E-03
33	40	2.1549236182976149E-03
34	40	2.3344008875291352E-03
35	40	2.2205508127982939E-03
36	40	2.4054939786195095E-03
37	40	2.3111732106021292E-03
38	40	2.1122532717327142E-03
39	40	2.2205508127982939E-03
40	40	2.3815589136168707E-03
41	40	2.9974300723258312E-03
42	40	2.9088426258125841E-03
43	40	3.1827807965096669E-03
44	40	2.7947852750368437E-03
45	40	3.0275547453758153E-03
46	40	3.0579821764233073E-03
47	40	4.0461073832221989E-03
48	40	2.5288262922292556E-03
49	40	3.9659890890910649E-03
50	40	2.9380769802235503E-03
51	40	3.0887154082367687E-03
52	40	4.8440700122489673E-03
53	40	3.0887154082367687E-03
54	40	3.8487763976105429E-03
55	40	3.7725655187922052E-03
56	40	3.9265268383056242E-03
57	40	3.3126725448998926E-03
58	40	4.7958707102964213E-03
59	40	3.7725655187922052E-03
60	40	5.3002568358704021E-03
61	40	3.6246411089657558E-03
62	40	4.0058479420904203E-03
63	40	5.7416996856542021E-03
64	40	3.4478652761031265E-03
65	40	5.7416996856542021E-03
66	40	4.7481509994114776E-03
67	40	4.0058479420904203E-03
68	40	4.8927537252394758E-03
69	40	7.9865212659555023E-03
70	40	3.5175167749121284E-03
71	40	5.0924307926991904E-03
72	40	5.5720068149199926E-03
73	40	4.8927537252394758E-03
74	40	6.6045267093148112E-03
