#He	V	#exp(-EHe)
200	47	2.5991128778755347E-02
201	47	1.6739233558580632E-02
202	47	1.7077388507484793E-02
203	47	2.3517745856009107E-02
204	47	1.6082878822588433E-02
205	47	2.6252343965687961E-02
206	47	1.7952964939502866E-02
207	47	2.4972002042276155E-02
208	47	2.6252343965687961E-02
209	47	2.0650825181712566E-02
210	47	2.1067999523041434E-02
211	47	2.1279736438377168E-02
212	47	2.2370771856165601E-02
213	47	2.5222974835227212E-02
214	47	2.0650825181712566E-02
215	47	8.2909966575172661E-02
216	47	1.0152858373369763E-02
217	47	2.1493601345089923E-02
218	47	2.3283740374897010E-02
219	47	4.9787068367863944E-02
220	47	1.9841094744370288E-02
221	47	2.7598330423249287E-02
222	47	1.3981783153338308E-02
223	47	3.2064685327860769E-02
224	47	1.6244514441949871E-02
225	47	1.0228420671553748E-01
226	47	3.0887154082367687E-03
227	47	2.0650825181712566E-02
228	47	3.1745636378067939E-02
229	47	5.3397038145197084E-02
230	47	3.3041200375886932E-02
231	47	3.8874572434761303E-03
232	47	1.9013898010152055E-01
0	48	0.000E+000
1	48	2.1122532717327142E-03
2	48	2.1122532717327142E-03
3	48	2.1122532717327142E-03
4	48	2.1122532717327142E-03
5	48	2.1122532717327142E-03
6	48	2.1122532717327142E-03
7	48	2.1122532717327142E-03
8	48	2.1122532717327142E-03
9	48	2.0912360005151103E-03
10	48	2.1122532717327142E-03
11	48	2.1122532717327142E-03
12	48	2.0912360005151103E-03
13	48	2.1122532717327142E-03
14	48	2.0912360005151103E-03
15	48	2.0912360005151103E-03
16	48	2.1122532717327142E-03
17	48	2.0912360005151103E-03
18	48	2.0912360005151103E-03
19	48	2.1122532717327142E-03
20	48	2.1122532717327142E-03
21	48	2.1122532717327142E-03
22	48	2.1122532717327142E-03
23	48	2.0912360005151103E-03
24	48	2.1122532717327142E-03
25	48	2.1122532717327142E-03
26	48	2.0912360005151103E-03
27	48	2.1334817700377081E-03
28	48	2.1765809607151255E-03
29	48	2.0912360005151103E-03
30	48	2.1334817700377081E-03
31	48	2.1984559630425313E-03
32	48	2.1549236182976149E-03
33	48	2.2205508127982939E-03
34	48	2.1549236182976149E-03
35	48	2.1984559630425313E-03
36	48	2.2428677194858034E-03
37	48	2.1984559630425313E-03
38	48	2.1334817700377081E-03
39	48	2.2654089148143220E-03
40	48	2.2654089148143220E-03
41	48	2.1549236182976149E-03
42	48	2.2428677194858034E-03
43	48	2.1984559630425313E-03
44	48	2.1122532717327142E-03
45	48	2.2654089148143220E-03
46	48	2.2654089148143220E-03
47	48	2.6852001769538205E-03
48	48	1.7643022368343355E-03
49	48	2.7121868873866434E-03
50	48	2.7669766969148509E-03
51	48	3.0275547453758153E-03
52	48	2.7394448187683684E-03
53	48	3.0579821764233073E-03
54	48	2.8228733340153363E-03
55	48	3.4478652761031265E-03
56	48	2.4540881804139170E-03
57	48	3.0275547453758153E-03
58	48	2.7121868873866434E-03
59	48	3.1197575141649948E-03
60	48	2.6320296510131984E-03
61	48	4.2535557448151254E-03
62	48	2.4296695950245975E-03
63	48	4.4271466478315114E-03
64	48	2.6852001769538205E-03
65	48	3.7725655187922052E-03
66	48	4.2535557448151254E-03
67	48	3.7725655187922052E-03
68	48	3.8487763976105429E-03
69	48	3.2470772336105863E-03
70	48	5.7416996856542021E-03
71	48	3.9265268383056242E-03
72	48	3.5175167749121284E-03
73	48	3.7725655187922052E-03
74	48	5.1436105730303834E-03
75	48	3.5528684062213619E-03
76	48	3.8104804325920370E-03
77	48	4.2963046907523398E-03
78	48	3.9265268383056242E-03
79	48	4.0461073832221989E-03
80	48	4.1693296979041115E-03
81	48	5.4616736876407787E-03
82	48	4.2535557448151254E-03
83	48	5.5720068149199926E-03
84	48	5.7416996856542021E-03
85	48	5.3002568358704021E-03
86	48	4.7958707102964213E-03
87	48	5.0417602596909790E-03
88	48	7.2991308467885829E-03
89	48	4.9419267176798220E-03
90	48	5.9760228950059427E-03
91	48	5.5165644207607716E-03
92	48	5.6845688192195950E-03
93	48	6.0360829235995648E-03
94	48	5.1436105730303834E-03
95	48	5.0924307926991904E-03
96	48	6.3455595129091160E-03
97	48	6.2824201408011177E-03
98	48	5.9760228950059427E-03
99	48	8.0667871390996144E-03
100	48	4.6541313102832719E-03
101	48	6.8740625574962482E-03
102	48	6.5388105705490637E-03
103	48	6.4093334462563831E-03
104	48	5.7994047268421414E-03
105	48	6.6709033062552743E-03
106	48	6.9431480347461145E-03
107	48	9.8527960611872571E-03
108	48	8.6516952031206341E-03
109	48	8.5656093974980606E-03
110	48	9.1866861562446642E-03
111	48	1.2277339903068436E-02
112	48	8.8264710397267226E-03
113	48	9.3722695270060576E-03
114	48	9.2790138870647437E-03
115	48	7.9070540515934415E-03
116	48	1.0889023668554451E-02
117	48	9.0047775824365593E-03
118	48	1.5922851504511698E-02
119	48	7.3724883313680120E-03
120	48	1.1678566970395442E-02
121	48	6.9431480347461145E-03
122	48	1.0998460175806881E-02
123	48	9.1866861562446642E-03
124	48	7.8283775492257734E-03
125	48	1.1108996538242306E-02
126	48	1.0152858373369763E-02
127	48	9.4664624017103231E-03
128	48	1.3433549594245314E-02
129	48	1.1678566970395442E-02
130	48	1.2277339903068436E-02
131	48	7.9070540515934415E-03
132	48	1.3433549594245314E-02
133	48	9.2790138870647437E-03
134	48	9.1866861562446642E-03
135	48	1.1914489672789647E-02
136	48	1.3568559012200934E-02
137	48	8.0667871390996144E-03
138	48	9.5616019305435045E-03
139	48	1.0254896296404022E-02
140	48	1.4552390548416123E-02
141	48	1.0254896296404022E-02
142	48	1.5607557919982831E-02
143	48	7.9865212659555023E-03
144	48	1.2400729220443406E-02
145	48	1.6082878822588433E-02
146	48	1.5146284873046980E-02
147	48	1.2400729220443406E-02
148	48	1.5452260123909515E-02
149	48	9.8527960611872571E-03
150	48	1.7597472415623393E-02
151	48	1.5764416484854486E-02
152	48	1.0673406553522925E-02
153	48	1.1795938519751562E-02
154	48	1.8685639337732773E-02
155	48	1.4552390548416123E-02
156	48	1.0780676072743084E-02
157	48	3.0500872171217483E-02
158	48	8.7386461854732905E-03
159	48	1.3167547490079751E-02
160	48	1.4264233908999256E-02
161	48	3.0500872171217483E-02
162	48	1.4846368338086832E-02
163	48	1.8685639337732773E-02
164	48	1.3433549594245314E-02
165	48	1.1562363287468536E-02
166	48	1.4407591843112350E-02
167	48	1.2651240568005305E-02
168	48	1.7774329953659442E-02
169	48	1.3842662086479501E-02
170	48	1.5607557919982831E-02
171	48	1.4407591843112350E-02
172	48	2.3052063287225571E-02
173	48	8.7386461854732905E-03
174	48	1.5452260123909515E-02
175	48	1.7774329953659442E-02
176	48	1.3568559012200934E-02
177	48	1.6082878822588433E-02
178	48	1.3981783153338308E-02
179	48	1.6739233558580632E-02
180	48	2.0858369425214716E-02
181	48	1.7422374639493515E-02
182	48	2.0445346037937653E-02
183	48	2.6782676492638175E-02
184	48	1.9063114291611637E-02
185	48	1.9643672553065292E-02
186	48	2.4233967845691113E-02
187	48	2.1927800894261620E-02
188	48	1.6907465652705279E-02
189	48	2.1927800894261620E-02
190	48	3.2386940772907040E-02
191	48	2.4477523271652670E-02
192	48	1.0998460175806881E-02
193	48	2.0241911445804391E-02
194	48	2.1493601345089923E-02
195	48	1.8315638888734179E-02
196	48	1.8133395236801075E-02
197	48	2.0445346037937653E-02
198	48	1.6907465652705279E-02
199	48	1.6739233558580632E-02
200	48	2.3517745856009107E-02
201	48	1.9643672553065292E-02
202	48	1.2525358621074385E-02
203	48	2.0040501061684014E-02
204	48	1.3568559012200934E-02
205	48	2.0241911445804391E-02
206	48	2.7051846866350416E-02
207	48	2.0241911445804391E-02
208	48	2.1067999523041434E-02
209	48	1.7952964939502866E-02
210	48	1.8685639337732773E-02
211	48	2.4233967845691113E-02
212	48	2.0445346037937653E-02
213	48	2.5732512726359940E-02
214	48	2.2148178957037315E-02
215	48	1.9448214745385391E-02
216	48	5.7844320874838456E-02
217	48	1.6739233558580632E-02
218	48	1.6407774526292645E-02
219	48	2.7323722447292559E-02
220	48	1.3945685621505094E-01
221	48	4.0867714384640666E-03
222	48	4.5959256649044204E-02
223	48	2.9896914436926322E-02
224	48	1.7774329953659442E-02
225	48	1.8133395236801075E-02
226	48	5.0792833864898503E-02
227	48	2.6782676492638175E-02
228	48	6.2199090159425728E-03
229	48	3.2712434939019819E-02
230	48	1.0780676072743084E-02
231	48	1.0126646185388340E-01
232	48	1.8685639337732773E-02
233	48	1.2778387649535761E-02
234	48	3.9557498788398725E-02
235	48	1.2400729220443406E-02
0	49	0.000E+000
1	49	2.1122532717327142E-03
2	49	2.1122532717327142E-03
3	49	2.1122532717327142E-03
4	49	2.1122532717327142E-03
5	49	2.1122532717327142E-03
6	49	2.1122532717327142E-03
7	49	2.1122532717327142E-03
8	49	2.0912360005151103E-03
9	49	2.1122532717327142E-03
10	49	2.1122532717327142E-03
11	49	2.1122532717327142E-03
12	49	2.1122532717327142E-03
13	49	2.0912360005151103E-03
14	49	2.0912360005151103E-03
15	49	2.1122532717327142E-03
16	49	2.0912360005151103E-03
17	49	2.1122532717327142E-03
18	49	2.0912360005151103E-03
19	49	2.0912360005151103E-03
20	49	2.1122532717327142E-03
21	49	2.0912360005151103E-03
22	49	2.1122532717327142E-03
23	49	2.1122532717327142E-03
24	49	2.0912360005151103E-03
25	49	2.1122532717327142E-03
26	49	2.1334817700377081E-03
27	49	2.1122532717327142E-03
28	49	2.1765809607151255E-03
29	49	2.0704278546402606E-03
30	49	2.1765809607151255E-03
31	49	2.1765809607151255E-03
32	49	2.1549236182976149E-03
33	49	2.1122532717327142E-03
34	49	2.2428677194858034E-03
35	49	2.1549236182976149E-03
36	49	2.2654089148143220E-03
37	49	2.1984559630425313E-03
38	49	2.1549236182976149E-03
39	49	2.2428677194858034E-03
40	49	2.2205508127982939E-03
41	49	2.1984559630425313E-03
42	49	2.3344008875291352E-03
43	49	2.1984559630425313E-03
44	49	2.1984559630425313E-03
45	49	2.1765809607151255E-03
46	49	2.2654089148143220E-03
47	49	2.1984559630425313E-03
48	49	2.1984559630425313E-03
49	49	2.2428677194858034E-03
50	49	2.7669766969148509E-03
51	49	2.7947852750368437E-03
52	49	2.6584819887763671E-03
53	49	2.9676051447809441E-03
54	49	2.8798991580882430E-03
55	49	3.0275547453758153E-03
56	49	2.7669766969148509E-03
57	49	2.7121868873866434E-03
58	49	3.0275547453758153E-03
59	49	4.3394832707388947E-03
60	49	2.1122532717327142E-03
61	49	3.0275547453758153E-03
62	49	3.6246411089657558E-03
63	49	3.1511115984444414E-03
64	49	2.7669766969148509E-03
65	49	3.2470772336105863E-03
66	49	4.2535557448151254E-03
67	49	3.8487763976105429E-03
68	49	4.4716402113483319E-03
69	49	3.5528684062213619E-03
70	49	3.9265268383056242E-03
71	49	4.1693296979041115E-03
72	49	4.6541313102832719E-03
73	49	3.3126725448998926E-03
74	49	3.7350278646880674E-03
75	49	4.6078219299927519E-03
76	49	4.0461073832221989E-03
77	49	4.0058479420904203E-03
78	49	3.2797109023435730E-03
79	49	4.0058479420904203E-03
80	49	4.6541313102832719E-03
81	49	4.5619733357350964E-03
82	49	4.4716402113483319E-03
83	49	4.8927537252394758E-03
84	49	5.6845688192195950E-03
85	49	4.3830958026687761E-03
86	49	4.5619733357350964E-03
87	49	6.3455595129091160E-03
88	49	4.5619733357350964E-03
89	49	5.4073291264409599E-03
90	49	5.7416996856542021E-03
91	49	5.3002568358704021E-03
92	49	5.4616736876407787E-03
93	49	7.5214224749932702E-03
94	49	4.9419267176798220E-03
95	49	5.1436105730303834E-03
96	49	7.6733652878954893E-03
97	49	4.7009061075832760E-03
98	49	5.9165604736818572E-03
99	49	7.5970140275775670E-03
100	49	4.2112321579970352E-03
101	49	7.4465830709243381E-03
102	49	5.9165604736818572E-03
103	49	6.7379469990854670E-03
104	49	5.4073291264409599E-03
105	49	8.2297470490200302E-03
106	49	4.9915939069102170E-03
107	49	6.9431480347461145E-03
108	49	1.0152858373369763E-02
109	49	8.8264710397267226E-03
110	49	8.2297470490200302E-03
111	49	7.5970140275775670E-03
112	49	1.1678566970395442E-02
113	49	7.6733652878954893E-03
114	49	8.5656093974980606E-03
115	49	1.2651240568005305E-02
116	49	1.0567204383852655E-02
117	49	6.0360829235995648E-03
118	49	8.1478596976799888E-03
119	49	1.0780676072743084E-02
120	49	8.3959989674914706E-03
121	49	9.9518183078484198E-03
122	49	1.4552390548416123E-02
123	49	7.2991308467885829E-03
124	49	1.7249019115346279E-02
125	49	6.7379469990854670E-03
126	49	8.3124573819231187E-03
127	49	1.9063114291611637E-02
128	49	6.2199090159425728E-03
129	49	8.7386461854732905E-03
130	49	7.5214224749932702E-03
131	49	1.1562363287468536E-02
132	49	1.3981783153338308E-02
133	49	8.6516952031206341E-03
134	49	1.4264233908999256E-02
135	49	1.1562363287468536E-02
136	49	8.2297470490200302E-03
137	49	1.3299883542443767E-02
138	49	8.4803801599532685E-03
139	49	1.2906812580479873E-02
140	49	7.7504838911366921E-03
141	49	1.8873433135151486E-02
142	49	9.8527960611872571E-03
143	49	9.5616019305435045E-03
144	49	1.1447315850505711E-02
145	49	1.1220643809589084E-02
146	49	1.5607557919982831E-02
147	49	1.0889023668554451E-02
148	49	1.1220643809589084E-02
149	49	1.8499714119819242E-02
150	49	1.1914489672789647E-02
151	49	1.2778387649535761E-02
152	49	1.0462058943426803E-02
153	49	1.0780676072743084E-02
154	49	1.9448214745385391E-02
155	49	1.3981783153338308E-02
156	49	1.3568559012200934E-02
157	49	1.4407591843112350E-02
158	49	1.1795938519751562E-02
159	49	1.9841094744370288E-02
160	49	1.3704925297364945E-02
161	49	1.2034232284723775E-02
162	49	3.0500872171217483E-02
163	49	1.7249019115346279E-02
164	49	9.5616019305435045E-03
165	49	2.0650825181712566E-02
166	49	1.4698644504901784E-02
167	49	1.9254701775386920E-02
168	49	1.1914489672789647E-02
169	49	1.3568559012200934E-02
170	49	1.5146284873046980E-02
171	49	1.2651240568005305E-02
172	49	1.6244514441949871E-02
173	49	1.2034232284723775E-02
174	49	1.6407774526292645E-02
175	49	1.6739233558580632E-02
176	49	1.7077388507484793E-02
177	49	1.1795938519751562E-02
178	49	1.5922851504511698E-02
179	49	1.6082878822588433E-02
180	49	1.3842662086479501E-02
181	49	1.6907465652705279E-02
182	49	1.5146284873046980E-02
183	49	1.7249019115346279E-02
184	49	1.3704925297364945E-02
185	49	2.3052063287225571E-02
186	49	2.1709615629848571E-02
187	49	2.3283740374897010E-02
188	49	1.9448214745385391E-02
189	49	1.9063114291611637E-02
190	49	3.0807411032751076E-02
191	49	2.8724639654239433E-02
192	49	8.8264710397267226E-03
193	49	3.6516173753740402E-02
194	49	1.4698644504901784E-02
195	49	2.1927800894261620E-02
196	49	3.1745636378067939E-02
197	49	1.4122302410163962E-02
198	49	1.5146284873046980E-02
199	49	2.8155853680300106E-02
200	49	1.5922851504511698E-02
201	49	1.7249019115346279E-02
202	49	2.6782676492638175E-02
203	49	1.3842662086479501E-02
204	49	1.3433549594245314E-02
205	49	1.4264233908999256E-02
206	49	2.4233967845691113E-02
207	49	3.8006427075174314E-02
208	49	9.8527960611872571E-03
209	49	1.7597472415623393E-02
210	49	2.2595601851121864E-02
211	49	1.9643672553065292E-02
212	49	3.8774207831722009E-02
213	49	1.4407591843112350E-02
214	49	2.0040501061684014E-02
215	49	2.0241911445804391E-02
216	49	2.1709615629848571E-02
217	49	2.0650825181712566E-02
218	49	2.6516184408894181E-02
219	49	5.1818917172725833E-02
220	49	9.5616019305435045E-03
221	49	3.2064685327860769E-02
222	49	6.4570346893168470E-02
223	49	5.9760228950059427E-03
224	49	7.8866399790674946E-02
225	49	1.4552390548416123E-02
226	49	1.1220643809589084E-02
227	49	2.9013327082197053E-02
228	49	2.9896914436926322E-02
229	49	8.7386461854732905E-03
230	49	4.0762203978366211E-02
231	49	4.3717797252750941E-02
232	49	1.8873433135151486E-02
233	49	1.6572675401761255E-02
234	49	2.7323722447292559E-02
235	49	2.1927800894261620E-02
236	49	3.2386940772907040E-02
237	49	7.1545983723145792E-03
238	49	2.3283740374897010E-02
239	49	4.8801218362012962E-02
240	49	2.0445346037937653E-02
241	49	1.9643672553065292E-02
0	50	0.000E+000
1	50	2.1122532717327142E-03
2	50	2.1122532717327142E-03
3	50	2.1122532717327142E-03
4	50	2.1122532717327142E-03
5	50	2.1122532717327142E-03
6	50	2.1122532717327142E-03
7	50	2.1122532717327142E-03
8	50	2.1122532717327142E-03
9	50	2.0912360005151103E-03
10	50	2.1122532717327142E-03
11	50	2.1122532717327142E-03
12	50	2.1122532717327142E-03
13	50	2.0912360005151103E-03
14	50	2.1122532717327142E-03
15	50	2.0912360005151103E-03
16	50	2.0912360005151103E-03
17	50	2.1122532717327142E-03
18	50	2.1122532717327142E-03
19	50	2.0912360005151103E-03
20	50	2.0912360005151103E-03
21	50	2.1122532717327142E-03
22	50	2.1122532717327142E-03
23	50	2.1122532717327142E-03
24	50	2.0912360005151103E-03
25	50	2.1122532717327142E-03
26	50	2.0912360005151103E-03
27	50	2.1549236182976149E-03
28	50	2.1122532717327142E-03
29	50	2.1122532717327142E-03
30	50	2.1549236182976149E-03
31	50	2.1122532717327142E-03
32	50	2.2428677194858034E-03
33	50	2.0912360005151103E-03
34	50	2.2654089148143220E-03
35	50	2.2205508127982939E-03
36	50	2.1549236182976149E-03
37	50	2.1334817700377081E-03
38	50	2.1984559630425313E-03
39	50	2.2881766529221693E-03
40	50	2.1765809607151255E-03
41	50	2.1765809607151255E-03
42	50	2.2654089148143220E-03
43	50	2.1334817700377081E-03
44	50	2.3111732106021292E-03
45	50	2.2428677194858034E-03
46	50	2.1984559630425313E-03
47	50	2.2205508127982939E-03
48	50	2.1549236182976149E-03
49	50	2.3344008875291352E-03
50	50	2.1984559630425313E-03
51	50	2.7121868873866434E-03
52	50	2.9088426258125841E-03
53	50	2.6320296510131984E-03
54	50	2.9676051447809441E-03
55	50	2.8228733340153363E-03
56	50	2.9380769802235503E-03
57	50	2.9380769802235503E-03
58	50	2.6584819887763671E-03
59	50	3.3459654574712720E-03
60	50	2.8798991580882430E-03
61	50	2.9380769802235503E-03
62	50	2.9380769802235503E-03
63	50	3.1197575141649948E-03
64	50	4.1278441742554359E-03
65	50	2.6584819887763671E-03
66	50	4.6078219299927519E-03
67	50	2.7947852750368437E-03
68	50	3.5175167749121284E-03
69	50	3.4135584433954303E-03
70	50	4.1278441742554359E-03
71	50	3.9659890890910649E-03
72	50	4.0461073832221989E-03
73	50	3.1511115984444414E-03
74	50	3.8487763976105429E-03
75	50	4.8440700122489673E-03
76	50	3.6610693577310053E-03
77	50	4.4716402113483319E-03
78	50	4.0867714384640666E-03
79	50	3.6978637164829320E-03
80	50	3.6246411089657558E-03
81	50	6.3455595129091160E-03
82	50	2.8798991580882430E-03
83	50	6.0360829235995648E-03
84	50	3.2797109023435730E-03
85	50	5.2475183991813846E-03
86	50	5.5720068149199926E-03
87	50	3.8487763976105429E-03
88	50	5.4616736876407787E-03
89	50	6.6709033062552743E-03
90	50	3.7350278646880674E-03
91	50	5.4616736876407787E-03
92	50	7.7504838911366921E-03
93	50	4.8927537252394758E-03
94	50	5.5165644207607716E-03
95	50	6.3455595129091160E-03
96	50	5.1436105730303834E-03
97	50	4.9915939069102170E-03
98	50	6.7379469990854670E-03
99	50	6.6709033062552743E-03
100	50	4.9915939069102170E-03
101	50	6.2199090159425728E-03
102	50	5.0924307926991904E-03
103	50	6.8056644922305431E-03
104	50	6.2824201408011177E-03
105	50	7.5214224749932702E-03
106	50	5.4073291264409599E-03
107	50	6.1580198871688972E-03
108	50	7.0129278325854246E-03
109	50	1.0567204383852655E-02
110	50	5.9165604736818572E-03
111	50	6.9431480347461145E-03
112	50	7.5970140275775670E-03
113	50	8.3959989674914706E-03
114	50	9.5616019305435045E-03
115	50	7.5214224749932702E-03
116	50	9.9518183078484198E-03
117	50	8.2297470490200302E-03
118	50	1.0357959717613696E-02
119	50	7.2991308467885829E-03
120	50	9.7547591023429032E-03
121	50	1.4846368338086832E-02
122	50	8.1478596976799888E-03
123	50	9.8527960611872571E-03
124	50	9.8527960611872571E-03
125	50	1.0357959717613696E-02
126	50	1.1914489672789647E-02
127	50	8.3959989674914706E-03
128	50	1.1795938519751562E-02
129	50	6.1580198871688972E-03
130	50	1.5298507566725518E-02
131	50	1.0051835744633586E-02
132	50	1.0998460175806881E-02
133	50	8.4803801599532685E-03
134	50	8.1478596976799888E-03
135	50	1.1795938519751562E-02
136	50	9.6576976275377768E-03
137	50	1.1447315850505711E-02
138	50	1.5922851504511698E-02
139	50	6.5388105705490637E-03
140	50	1.1914489672789647E-02
141	50	1.0462058943426803E-02
